MANDT,LIFNR,BUKRS,PERNR,ERDAT,ERNAM,SPERR,LOEVM,ZUAWA,AKONT,BEGRU,VZSKZ,ZWELS,XVERR,ZAHLS,ZTERM,EIKTO,ZSABE,KVERM,FDGRV,BUSAB,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,XDEZV,WEBTR,KULTG,REPRF,TOGRU,HBKID,XPORE,QSZNR,QSZDT,QSSKZ,BLNKZ,MINDK,ALTKN,ZGRUP,MGRUP,UZAWE,QSREC,QSBGR,QLAND,XEDIP,FRGRP,TOGRR,TLFNS,INTAD,XLFZB,GUZTE,CERDT,CONFS,UPDAT,UPTIM,NODEL,AVSND,AD_HASH
100,1000001638,7833,00001621,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1621,CLERK,Auto Generated,PLAN,01,1000001638,1000001638,20260213,12,20260213,N,7782.25,89,N,T001,HB01,N,"","","","","",OLD1621,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001638,8307,00001622,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1622,CLERK,Auto Generated,PLAN,01,1000001638,1000001638,20260213,12,20260213,N,9992.26,20,N,T001,HB01,N,"","","","","",OLD1622,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001638,10699,00001623,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1623,CLERK,Auto Generated,PLAN,01,1000001638,1000001638,20260213,12,20260213,N,2426.04,92,N,T001,HB01,N,"","","","","",OLD1623,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001641,5494,00001624,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1624,CLERK,Auto Generated,PLAN,01,1000001641,1000001641,20260213,12,20260213,N,5952.87,4,N,T001,HB01,N,"","","","","",OLD1624,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001642,1720,00001625,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1625,CLERK,Auto Generated,PLAN,01,1000001642,1000001642,20260213,12,20260213,N,8051.58,83,N,T001,HB01,N,"","","","","",OLD1625,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001642,2776,00001626,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1626,CLERK,Auto Generated,PLAN,01,1000001642,1000001642,20260213,12,20260213,N,7238.15,15,N,T001,HB01,N,"","","","","",OLD1626,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001643,2284,00001627,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1627,CLERK,Auto Generated,PLAN,01,1000001643,1000001643,20260213,12,20260213,N,845.25,0,N,T001,HB01,N,"","","","","",OLD1627,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001645,1603,00001628,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1628,CLERK,Auto Generated,PLAN,01,1000001645,1000001645,20260213,12,20260213,N,4188.92,78,N,T001,HB01,N,"","","","","",OLD1628,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001646,1024,00001629,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1629,CLERK,Auto Generated,PLAN,01,1000001646,1000001646,20260213,12,20260213,N,2771.30,67,N,T001,HB01,N,"","","","","",OLD1629,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001646,8056,00001630,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1630,CLERK,Auto Generated,PLAN,01,1000001646,1000001646,20260213,12,20260213,N,9720.11,97,N,T001,HB01,N,"","","","","",OLD1630,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001647,7385,00001631,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1631,CLERK,Auto Generated,PLAN,01,1000001647,1000001647,20260213,12,20260213,N,7104.76,73,N,T001,HB01,N,"","","","","",OLD1631,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001650,1784,00001632,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1632,CLERK,Auto Generated,PLAN,01,1000001650,1000001650,20260213,12,20260213,N,3371.99,31,N,T001,HB01,N,"","","","","",OLD1632,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001651,8302,00001633,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1633,CLERK,Auto Generated,PLAN,01,1000001651,1000001651,20260213,12,20260213,N,6874.25,23,N,T001,HB01,N,"","","","","",OLD1633,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001652,2345,00001634,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1634,CLERK,Auto Generated,PLAN,01,1000001652,1000001652,20260213,12,20260213,N,3302.32,14,N,T001,HB01,N,"","","","","",OLD1634,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001654,5780,00001635,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1635,CLERK,Auto Generated,PLAN,01,1000001654,1000001654,20260213,12,20260213,N,8245.98,16,N,T001,HB01,N,"","","","","",OLD1635,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001655,6936,00001636,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1636,CLERK,Auto Generated,PLAN,01,1000001655,1000001655,20260213,12,20260213,N,3101.32,8,N,T001,HB01,N,"","","","","",OLD1636,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001655,7876,00001637,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1637,CLERK,Auto Generated,PLAN,01,1000001655,1000001655,20260213,12,20260213,N,4333.65,1,N,T001,HB01,N,"","","","","",OLD1637,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001659,6462,00001638,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1638,CLERK,Auto Generated,PLAN,01,1000001659,1000001659,20260213,12,20260213,N,2776.80,65,N,T001,HB01,N,"","","","","",OLD1638,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001659,7553,00001639,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1639,CLERK,Auto Generated,PLAN,01,1000001659,1000001659,20260213,12,20260213,N,371.41,59,N,T001,HB01,N,"","","","","",OLD1639,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001660,4435,00001640,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1640,CLERK,Auto Generated,PLAN,01,1000001660,1000001660,20260213,12,20260213,N,7378.33,69,N,T001,HB01,N,"","","","","",OLD1640,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001663,10672,00001641,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1641,CLERK,Auto Generated,PLAN,01,1000001663,1000001663,20260213,12,20260213,N,2016.30,68,N,T001,HB01,N,"","","","","",OLD1641,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001664,9767,00001642,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1642,CLERK,Auto Generated,PLAN,01,1000001664,1000001664,20260213,12,20260213,N,8068.41,45,N,T001,HB01,N,"","","","","",OLD1642,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001664,10958,00001643,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1643,CLERK,Auto Generated,PLAN,01,1000001664,1000001664,20260213,12,20260213,N,2835.91,93,N,T001,HB01,N,"","","","","",OLD1643,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001665,1417,00001644,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1644,CLERK,Auto Generated,PLAN,01,1000001665,1000001665,20260213,12,20260213,N,9770.59,86,N,T001,HB01,N,"","","","","",OLD1644,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001668,3475,00001645,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1645,CLERK,Auto Generated,PLAN,01,1000001668,1000001668,20260213,12,20260213,N,4591.40,8,N,T001,HB01,N,"","","","","",OLD1645,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001668,5595,00001646,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1646,CLERK,Auto Generated,PLAN,01,1000001668,1000001668,20260213,12,20260213,N,6010.72,98,N,T001,HB01,N,"","","","","",OLD1646,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001668,7376,00001647,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1647,CLERK,Auto Generated,PLAN,01,1000001668,1000001668,20260213,12,20260213,N,4690.12,74,N,T001,HB01,N,"","","","","",OLD1647,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001669,2973,00001648,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1648,CLERK,Auto Generated,PLAN,01,1000001669,1000001669,20260213,12,20260213,N,847.87,55,N,T001,HB01,N,"","","","","",OLD1648,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001669,6522,00001649,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1649,CLERK,Auto Generated,PLAN,01,1000001669,1000001669,20260213,12,20260213,N,9205.53,80,N,T001,HB01,N,"","","","","",OLD1649,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001669,7735,00001650,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1650,CLERK,Auto Generated,PLAN,01,1000001669,1000001669,20260213,12,20260213,N,1434.81,44,N,T001,HB01,N,"","","","","",OLD1650,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001669,8495,00001651,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1651,CLERK,Auto Generated,PLAN,01,1000001669,1000001669,20260213,12,20260213,N,7434.99,8,N,T001,HB01,N,"","","","","",OLD1651,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001671,1409,00001652,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1652,CLERK,Auto Generated,PLAN,01,1000001671,1000001671,20260213,12,20260213,N,1293.22,46,N,T001,HB01,N,"","","","","",OLD1652,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001671,5912,00001653,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1653,CLERK,Auto Generated,PLAN,01,1000001671,1000001671,20260213,12,20260213,N,5205.87,78,N,T001,HB01,N,"","","","","",OLD1653,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001673,5129,00001654,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1654,CLERK,Auto Generated,PLAN,01,1000001673,1000001673,20260213,12,20260213,N,8781.50,98,N,T001,HB01,N,"","","","","",OLD1654,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001674,2025,00001655,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1655,CLERK,Auto Generated,PLAN,01,1000001674,1000001674,20260213,12,20260213,N,7044.83,56,N,T001,HB01,N,"","","","","",OLD1655,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001674,2364,00001656,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1656,CLERK,Auto Generated,PLAN,01,1000001674,1000001674,20260213,12,20260213,N,9129.43,72,N,T001,HB01,N,"","","","","",OLD1656,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001675,1732,00001657,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1657,CLERK,Auto Generated,PLAN,01,1000001675,1000001675,20260213,12,20260213,N,8886.41,8,N,T001,HB01,N,"","","","","",OLD1657,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001675,7958,00001658,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1658,CLERK,Auto Generated,PLAN,01,1000001675,1000001675,20260213,12,20260213,N,6787.67,88,N,T001,HB01,N,"","","","","",OLD1658,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001677,9116,00001659,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1659,CLERK,Auto Generated,PLAN,01,1000001677,1000001677,20260213,12,20260213,N,4369.24,39,N,T001,HB01,N,"","","","","",OLD1659,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001678,5676,00001660,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1660,CLERK,Auto Generated,PLAN,01,1000001678,1000001678,20260213,12,20260213,N,8453.35,17,N,T001,HB01,N,"","","","","",OLD1660,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001680,10843,00001661,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1661,CLERK,Auto Generated,PLAN,01,1000001680,1000001680,20260213,12,20260213,N,9873.25,27,N,T001,HB01,N,"","","","","",OLD1661,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001681,5806,00001662,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1662,CLERK,Auto Generated,PLAN,01,1000001681,1000001681,20260213,12,20260213,N,3832.30,45,N,T001,HB01,N,"","","","","",OLD1662,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001682,6930,00001663,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1663,CLERK,Auto Generated,PLAN,01,1000001682,1000001682,20260213,12,20260213,N,1843.86,65,N,T001,HB01,N,"","","","","",OLD1663,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001684,4400,00001664,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1664,CLERK,Auto Generated,PLAN,01,1000001684,1000001684,20260213,12,20260213,N,4164.23,42,N,T001,HB01,N,"","","","","",OLD1664,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001684,5941,00001665,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1665,CLERK,Auto Generated,PLAN,01,1000001684,1000001684,20260213,12,20260213,N,9351.64,4,N,T001,HB01,N,"","","","","",OLD1665,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001684,9130,00001666,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1666,CLERK,Auto Generated,PLAN,01,1000001684,1000001684,20260213,12,20260213,N,1089.96,43,N,T001,HB01,N,"","","","","",OLD1666,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001687,1083,00001667,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1667,CLERK,Auto Generated,PLAN,01,1000001687,1000001687,20260213,12,20260213,N,1831.80,41,N,T001,HB01,N,"","","","","",OLD1667,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001687,3856,00001668,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1668,CLERK,Auto Generated,PLAN,01,1000001687,1000001687,20260213,12,20260213,N,2389.01,27,N,T001,HB01,N,"","","","","",OLD1668,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001688,6046,00001669,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1669,CLERK,Auto Generated,PLAN,01,1000001688,1000001688,20260213,12,20260213,N,7341.15,75,N,T001,HB01,N,"","","","","",OLD1669,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001689,1029,00001670,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1670,CLERK,Auto Generated,PLAN,01,1000001689,1000001689,20260213,12,20260213,N,5362.45,39,N,T001,HB01,N,"","","","","",OLD1670,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001689,8830,00001671,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1671,CLERK,Auto Generated,PLAN,01,1000001689,1000001689,20260213,12,20260213,N,4437.67,51,N,T001,HB01,N,"","","","","",OLD1671,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001691,10139,00001672,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1672,CLERK,Auto Generated,PLAN,01,1000001691,1000001691,20260213,12,20260213,N,9138.54,94,N,T001,HB01,N,"","","","","",OLD1672,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001692,4710,00001673,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1673,CLERK,Auto Generated,PLAN,01,1000001692,1000001692,20260213,12,20260213,N,8852.43,19,N,T001,HB01,N,"","","","","",OLD1673,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001693,7321,00001674,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1674,CLERK,Auto Generated,PLAN,01,1000001693,1000001693,20260213,12,20260213,N,3885.57,58,N,T001,HB01,N,"","","","","",OLD1674,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001694,7171,00001675,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1675,CLERK,Auto Generated,PLAN,01,1000001694,1000001694,20260213,12,20260213,N,750.81,56,N,T001,HB01,N,"","","","","",OLD1675,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001696,3084,00001676,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1676,CLERK,Auto Generated,PLAN,01,1000001696,1000001696,20260213,12,20260213,N,3257.71,9,N,T001,HB01,N,"","","","","",OLD1676,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001697,6038,00001677,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1677,CLERK,Auto Generated,PLAN,01,1000001697,1000001697,20260213,12,20260213,N,4253.93,81,N,T001,HB01,N,"","","","","",OLD1677,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001698,2818,00001678,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1678,CLERK,Auto Generated,PLAN,01,1000001698,1000001698,20260213,12,20260213,N,4830.84,23,N,T001,HB01,N,"","","","","",OLD1678,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001698,5506,00001679,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1679,CLERK,Auto Generated,PLAN,01,1000001698,1000001698,20260213,12,20260213,N,9302.20,60,N,T001,HB01,N,"","","","","",OLD1679,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001699,2876,00001680,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1680,CLERK,Auto Generated,PLAN,01,1000001699,1000001699,20260213,12,20260213,N,7970.24,57,N,T001,HB01,N,"","","","","",OLD1680,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001700,1788,00001681,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1681,CLERK,Auto Generated,PLAN,01,1000001700,1000001700,20260213,12,20260213,N,3941.75,14,N,T001,HB01,N,"","","","","",OLD1681,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001701,9384,00001682,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1682,CLERK,Auto Generated,PLAN,01,1000001701,1000001701,20260213,12,20260213,N,1785.83,89,N,T001,HB01,N,"","","","","",OLD1682,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001702,5792,00001683,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1683,CLERK,Auto Generated,PLAN,01,1000001702,1000001702,20260213,12,20260213,N,5470.97,18,N,T001,HB01,N,"","","","","",OLD1683,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001702,6831,00001684,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1684,CLERK,Auto Generated,PLAN,01,1000001702,1000001702,20260213,12,20260213,N,6301.88,18,N,T001,HB01,N,"","","","","",OLD1684,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001705,7208,00001685,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1685,CLERK,Auto Generated,PLAN,01,1000001705,1000001705,20260213,12,20260213,N,8702.11,42,N,T001,HB01,N,"","","","","",OLD1685,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001708,4694,00001686,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1686,CLERK,Auto Generated,PLAN,01,1000001708,1000001708,20260213,12,20260213,N,930.37,69,N,T001,HB01,N,"","","","","",OLD1686,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001709,1030,00001687,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1687,CLERK,Auto Generated,PLAN,01,1000001709,1000001709,20260213,12,20260213,N,8195.87,76,N,T001,HB01,N,"","","","","",OLD1687,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001709,1063,00001688,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1688,CLERK,Auto Generated,PLAN,01,1000001709,1000001709,20260213,12,20260213,N,478.44,53,N,T001,HB01,N,"","","","","",OLD1688,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001709,2683,00001689,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1689,CLERK,Auto Generated,PLAN,01,1000001709,1000001709,20260213,12,20260213,N,1680.85,7,N,T001,HB01,N,"","","","","",OLD1689,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001711,8236,00001690,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1690,CLERK,Auto Generated,PLAN,01,1000001711,1000001711,20260213,12,20260213,N,832.77,92,N,T001,HB01,N,"","","","","",OLD1690,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000001712,1326,00001691,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC1691,CLERK,Auto Generated,PLAN,01,1000001712,1000001712,20260213,12,20260213,N,896.81,17,N,T001,HB01,N,"","","","","",OLD1691,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
