ABUEB,ACTIVITY_PROFIL,AGREL,BLIND,BOIND,BOLRE,BOPNR,BSTAE,EIKTO,EKGRP,EKORG,ERDAT,ERNAM,EXPVZ,INCO1,INCO2,KALSK,KZABS,KZAUT,KZRET,LEBRE,LFABC,LFRHY,LIBES,LIFNR,LIPRE,LISER,LOEVM,MANDT,MEGRU,MEPRF,MINBW,MRPPP,NRGEW,OIA_SPLTIV,OIHANTYP,OIHVGROUP,OIMATCYC,PAPRF,PLIFZ,PRFRE,RDPRF,SKRIT,SPERM,STAGING_TIME,TELF1,TRANSPORT_CHAIN,UMSAE,VENDOR_RMA_REQ,VENSL,VERKF,VSBED,WAERS,WEBRE,XERSR,XERSY,XNBWY,ZOLLA,ZTERM
REL1,ACT1,X,"","",X,B001,6090,9124368203,165,1IWA,20250728,bryanmason,2,EXW,Jasonton,01,X,"","",X,A,883,X,1000005490,01,X,X,100,GRP1,1,6040.39,627,"","",01,GR01,2,P001,8,X,R001,A,"",6,7467962735,TRCHN001,X,X,5.0,Chad Ray,01,USD,X,X,X,"",763595,0003
REL1,ACT1,"","","",X,B001,5789,8253842442,166,372V,20250802,isaacwilson,1,CIF,Port Bradley,02,X,"",X,X,C,881,"",1000000056,02,X,"",100,GRP1,1,2638.01,259,X,"",01,GR01,6,P001,22,"",R001,B,"",3,5912180711,TRCHN001,"",X,3.2,Blake Knight,01,EUR,"",X,"",X,449671,0003
REL1,ACT1,"","",X,"",B001,2476,5561419819,728,MZ2K,20250721,adamsvictoria,2,FOB,Lake Robert,02,"","","","",C,766,"",1000000172,02,X,"",100,GRP1,2,6141.97,353,X,"",01,GR01,2,P001,18,X,R001,B,"",3,+1-554-891-9101x64214,TRCHN001,"","",1.8,Billy Smith,01,INR,X,X,X,X,940546,0003
REL1,ACT1,"",X,"",X,B001,6326,3402988134,969,MZ2K,20251001,geraldfernandez,2,CIF,Lake Adam,02,"","",X,X,A,787,"",1000000272,01,"",X,100,GRP1,1,8140.75,496,X,X,01,GR01,5,P001,23,X,R001,A,X,10,+1-489-478-5227x1185,TRCHN001,X,"",3.9,Marco Mercado,01,USD,"",X,X,X,468723,0002
REL1,ACT1,"","",X,X,B001,8968,3492889806,375,1AI9,20251120,mhenderson,2,FOB,Travismouth,02,"","","",X,B,355,X,1000000326,02,X,"",100,GRP1,1,1913.0,444,"",X,01,GR01,9,P001,29,X,R001,A,X,3,669.231.5372x69253,TRCHN001,"","",3.7,Kevin Hester,01,USD,"",X,"","",357316,0002
REL1,ACT1,"",X,X,"",B001,1180,6734438986,186,GQPQ,20250530,ronald22,2,FOB,Jonathanhaven,01,"","",X,X,B,190,"",1000000519,02,"","",100,GRP1,2,1876.07,928,"","",01,GR01,6,P001,24,X,R001,B,X,10,(750)978-5679x337,TRCHN001,"",X,4.0,Jonathan Dorsey,01,USD,"","",X,X,675720,0001
REL1,ACT1,X,X,X,"",B001,4059,5808664365,982,T6HM,20250920,kelly36,2,EXW,Smithfurt,01,"",X,X,"",C,287,X,1000000802,02,"",X,100,GRP1,2,6723.45,348,X,"",01,GR01,7,P001,20,"",R001,A,X,7,658.476.3384x5000,TRCHN001,X,X,2.1,Adam Wang,01,USD,"","","","",157415,0003
REL1,ACT1,"",X,"",X,B001,5675,5888064104,998,MCXN,20240217,ejackson,1,FOB,Heidiborough,01,"",X,X,X,A,549,X,1000000877,01,X,X,100,GRP1,1,3362.9,652,X,X,01,GR01,3,P001,11,X,R001,A,X,2,001-876-995-6359x73222,TRCHN001,"","",3.0,Victoria Mitchell,01,EUR,X,X,"",X,333601,0002
REL1,ACT1,"",X,"","",B001,2692,5484820018,337,BQZA,20250609,christopher41,2,CIF,Kennethfurt,02,X,X,X,"",B,562,X,1000000954,02,"","",100,GRP1,2,1075.12,740,"","",01,GR01,4,P001,30,"",R001,B,X,8,9249959772,TRCHN001,"",X,1.5,Edward Archer,01,USD,X,X,"",X,808010,0001
REL1,ACT1,"","",X,"",B001,7298,8635028580,375,9REX,20241218,hannah68,2,EXW,Markhaven,01,X,X,"","",B,740,X,1000001122,02,X,X,100,GRP1,1,2008.25,184,"","",01,GR01,9,P001,6,"",R001,A,"",3,248-436-4905x1621,TRCHN001,"",X,4.2,Brad Maxwell,01,USD,"",X,"","",649679,0002
REL1,ACT1,X,"",X,"",B001,8437,1119182772,865,XHW0,20241219,qrubio,2,EXW,South Mariafurt,01,X,"","",X,C,703,"",1000001332,02,X,X,100,GRP1,2,8160.06,346,"",X,01,GR01,8,P001,15,X,R001,A,"",1,001-358-472-1978x27101,TRCHN001,X,X,1.5,Matthew Martinez,01,USD,"",X,X,X,112128,0001
REL1,ACT1,X,"",X,X,B001,6883,3415058373,877,FLVY,20240515,beth95,2,CIF,New Michael,01,X,"","",X,B,827,"",1000001930,02,"",X,100,GRP1,1,2384.8,451,X,"",01,GR01,1,P001,22,"",R001,B,X,2,216-641-4908x36052,TRCHN001,"","",2.4,Jose Flores,01,INR,"","",X,X,628473,0001
REL1,ACT1,"","","","",B001,6054,8212285620,689,G983,20250914,mark07,1,FOB,New Johnnymouth,01,X,X,X,"",C,636,X,1000002031,01,X,"",100,GRP1,1,8852.7,753,X,X,01,GR01,1,P001,30,X,R001,A,X,1,828.320.8306x398,TRCHN001,"",X,2.3,John Hunt,01,INR,"","",X,X,849880,0002
REL1,ACT1,X,X,"",X,B001,9628,7861181341,885,YGOU,20251223,bethstout,1,CIF,Jaybury,02,"","","",X,B,758,X,1000002349,02,X,X,100,GRP1,1,6608.43,251,X,X,01,GR01,8,P001,24,X,R001,B,X,6,451-438-4911x657,TRCHN001,X,X,4.5,Jennifer Walker,01,INR,"",X,"","",999377,0002
REL1,ACT1,"",X,X,"",B001,8793,5295309981,542,TI7Z,20241010,ijones,1,EXW,South Cathychester,02,X,X,X,X,B,429,X,1000002487,01,"",X,100,GRP1,2,8701.14,174,X,"",01,GR01,6,P001,5,X,R001,A,X,7,001-846-363-4181x603,TRCHN001,X,X,3.2,Brady Smith,01,EUR,X,X,X,"",710871,0003
REL1,ACT1,X,X,X,"",B001,5120,1900310862,861,LK6H,20250110,jonathanestes,1,CIF,Stuartville,01,"","","","",B,617,X,1000002500,02,X,"",100,GRP1,1,3954.14,960,"","",01,GR01,3,P001,10,X,R001,A,"",7,426.546.1017,TRCHN001,X,X,3.0,Timothy Rice Jr.,01,EUR,X,"","",X,935238,0002
REL1,ACT1,"",X,X,X,B001,8568,8443782999,468,2SCE,20241012,jasmine93,1,EXW,Johnsonmouth,01,"",X,"",X,C,579,X,1000002645,02,"",X,100,GRP1,2,361.6,325,X,X,01,GR01,7,P001,11,"",R001,A,"",2,(947)805-6711,TRCHN001,X,"",1.7,Daniel Burgess,01,USD,"",X,X,X,776103,0002
REL1,ACT1,"","",X,"",B001,7536,4910236002,300,D4DM,20241021,harrisanthony,1,FOB,New Kevinshire,01,X,"","",X,C,989,"",1000002693,02,"","",100,GRP1,1,9066.9,972,X,"",01,GR01,3,P001,25,X,R001,B,"",1,369.442.5095x08164,TRCHN001,X,"",3.5,James Davis,01,EUR,X,"",X,X,695615,0003
REL1,ACT1,X,"","","",B001,4230,4149260655,341,W8D0,20241015,jameswalker,1,FOB,Port Alexis,01,X,X,X,X,B,321,X,1000002812,01,"",X,100,GRP1,2,2205.76,243,"",X,01,GR01,3,P001,6,X,R001,A,"",1,244-969-9498x637,TRCHN001,"",X,2.7,Christine Pearson,01,USD,X,X,X,X,285627,0003
REL1,ACT1,"","",X,X,B001,8798,7501299726,468,56HH,20260117,dan32,2,FOB,Stevenville,02,X,"",X,X,B,282,"",1000002982,01,"","",100,GRP1,1,8748.98,626,"",X,01,GR01,6,P001,24,X,R001,A,X,7,332.510.4398x6327,TRCHN001,"",X,2.3,Kevin Perez,01,USD,"",X,"","",557461,0003
REL1,ACT1,"",X,"","",B001,1462,3642880087,534,TB1P,20251224,melvinsweeney,1,EXW,Port Jessicashire,02,"",X,"",X,C,727,"",1000003195,02,"",X,100,GRP1,1,1138.02,964,X,X,01,GR01,7,P001,23,"",R001,B,X,3,545.727.7725,TRCHN001,"",X,4.7,Ryan Torres,01,EUR,"",X,X,X,986382,0002
REL1,ACT1,"","","",X,B001,6692,3379997520,219,F1HX,20250718,garciapatricia,1,FOB,New Michelle,01,"","","",X,A,791,"",1000003594,01,X,"",100,GRP1,2,1549.68,282,X,"",01,GR01,9,P001,6,"",R001,B,"",2,495.290.6067,TRCHN001,"","",4.7,Elizabeth Merritt,01,EUR,X,X,X,"",638878,0003
REL1,ACT1,X,"",X,"",B001,7845,1959764958,583,S2E2,20241224,harpersherry,2,EXW,Breannaview,01,"",X,"",X,C,933,X,1000003880,01,"","",100,GRP1,2,6751.72,386,X,X,01,GR01,3,P001,18,X,R001,A,"",9,421-763-0469x006,TRCHN001,X,X,1.0,Andrea Castaneda,01,INR,"",X,"","",471697,0001
REL1,ACT1,"",X,X,X,B001,5186,2654147644,842,X2OZ,20240214,alexanderhall,2,CIF,Brownview,01,X,"","",X,A,952,X,1000004070,01,"",X,100,GRP1,2,406.33,404,"","",01,GR01,5,P001,9,X,R001,A,X,6,(252)505-3605x2860,TRCHN001,"","",4.5,Austin Vega,01,INR,"","","","",264557,0001
REL1,ACT1,"","",X,X,B001,5900,9090558589,450,C4FH,20250127,brittany65,2,FOB,West Sarahport,02,"","",X,X,B,665,"",1000004365,02,X,"",100,GRP1,2,8290.08,763,"","",01,GR01,5,P001,4,"",R001,B,X,8,881-678-1538,TRCHN001,"","",2.1,Sean Johnson,01,INR,X,"",X,"",128673,0002
REL1,ACT1,"",X,"","",B001,3034,4987695272,569,C55C,20251210,gregory82,1,FOB,Kaitlynside,01,X,"","","",B,647,"",1000004434,02,"",X,100,GRP1,2,4069.49,725,"",X,01,GR01,9,P001,2,"",R001,A,"",10,595-349-3412,TRCHN001,"","",3.5,Jessica Smith,01,EUR,"",X,"","",860803,0002
REL1,ACT1,"",X,X,"",B001,5025,8633194885,933,VDZ4,20240411,calebmckenzie,1,CIF,Debbieside,01,X,"",X,"",A,850,"",1000004606,02,"",X,100,GRP1,1,7302.98,789,X,"",01,GR01,6,P001,18,"",R001,A,"",8,001-251-651-2704x69200,TRCHN001,"","",4.2,Mallory Blair,01,INR,X,"","","",970019,0003
REL1,ACT1,"","","","",B001,7692,2863124545,641,CDYK,20250802,ginastewart,2,CIF,West Joseview,02,"","","",X,C,762,"",1000004614,01,"","",100,GRP1,2,7955.49,544,"",X,01,GR01,3,P001,10,"",R001,B,X,1,(793)773-2488x360,TRCHN001,"","",2.5,Eric Barnes,01,INR,X,X,"",X,551254,0001
REL1,ACT1,"","",X,"",B001,4180,6583827616,918,9LNY,20250409,claytonchristine,1,EXW,New Cheryl,02,X,X,"","",A,688,X,1000004701,01,"","",100,GRP1,2,1651.11,493,X,"",01,GR01,5,P001,22,X,R001,A,X,4,+1-471-306-2019x88796,TRCHN001,X,"",2.0,Ashley Greer,01,USD,X,"",X,X,255838,0001
REL1,ACT1,X,"","",X,B001,6774,2171993934,250,KDXT,20250511,victoria35,2,EXW,Ellenchester,02,"",X,X,"",A,338,X,1000005288,02,"","",100,GRP1,2,1126.89,564,X,X,01,GR01,3,P001,20,"",R001,A,"",10,955.408.5955x293,TRCHN001,"",X,3.4,Kayla Baker,01,EUR,X,"","","",657645,0003
REL1,ACT1,X,X,"",X,B001,8745,5114667166,765,UFUK,20240322,danny75,2,FOB,Lake Christine,02,"",X,"","",B,551,X,1000005441,01,"","",100,GRP1,2,5163.32,783,X,"",01,GR01,2,P001,21,"",R001,A,"",9,+1-457-492-7368,TRCHN001,X,X,3.1,James Johnson,01,USD,X,"",X,"",436402,0001
REL1,ACT1,"",X,"",X,B001,7156,7703479294,601,TA5I,20251019,rcarter,1,CIF,Denniston,02,"","","","",A,139,X,1000006013,01,X,X,100,GRP1,2,5062.66,923,"",X,01,GR01,1,P001,27,X,R001,A,"",1,001-417-379-2284x528,TRCHN001,"","",2.7,Gabriel Kaufman,01,INR,"","","",X,781541,0003
REL1,ACT1,X,"","","",B001,8540,4349024023,103,5WFW,20250427,michelleyoung,1,FOB,Nicholetown,01,X,X,"",X,A,753,"",1000006094,01,"",X,100,GRP1,2,1418.05,917,"",X,01,GR01,1,P001,6,X,R001,B,"",2,7448436468,TRCHN001,X,X,1.3,Christopher Gutierrez,01,EUR,"","",X,"",765241,0003
REL1,ACT1,X,X,X,X,B001,3777,5222792945,910,GL1R,20240803,osbornshawn,2,FOB,Lake Scott,02,"",X,X,"",B,796,X,1000006338,01,X,"",100,GRP1,2,6897.73,176,"","",01,GR01,7,P001,30,X,R001,B,X,3,+1-685-267-2757,TRCHN001,"",X,1.6,Christie Wilson,01,USD,X,"","",X,420694,0002
REL1,ACT1,X,"","","",B001,4473,6836066017,624,HDCZ,20241011,fperez,2,FOB,Leahside,02,"","",X,"",C,490,"",1000006393,02,"","",100,GRP1,1,6041.51,417,X,"",01,GR01,6,P001,28,X,R001,B,"",1,956-778-8290x5914,TRCHN001,X,X,2.8,Christine Romero,01,EUR,X,"","","",162190,0001
REL1,ACT1,"","",X,X,B001,2091,1289813550,219,S7RP,20251105,timothygardner,2,FOB,West Katherinetown,01,X,X,X,"",A,175,"",1000006402,01,X,X,100,GRP1,1,2666.15,442,X,X,01,GR01,6,P001,23,"",R001,A,"",6,789-899-9265,TRCHN001,"",X,3.3,Shaun Gillespie,01,EUR,"",X,X,X,212079,0002
REL1,ACT1,X,"",X,X,B001,8189,8441573714,770,HQE8,20241211,kathleen85,1,FOB,Bellhaven,02,"",X,X,X,A,288,X,1000005118,01,"","",100,GRP1,1,2884.98,400,"",X,01,GR01,4,P001,21,"",R001,A,X,2,001-955-324-7862x77648,TRCHN001,X,X,3.4,Jeremy Williams,01,INR,"","",X,"",153896,0002
REL1,ACT1,X,X,"","",B001,2686,8185212054,475,6SZF,20250109,elizabethsimon,1,EXW,Roymouth,01,"","","","",B,952,X,1000000038,02,X,X,100,GRP1,2,4374.91,691,"","",01,GR01,1,P001,13,"",R001,B,"",5,321-923-0626,TRCHN001,"",X,1.5,Eric White,01,INR,"","","","",910726,0003
REL1,ACT1,"","",X,X,B001,4249,5236164049,151,5E0L,20250317,michael95,2,EXW,South Ryanfort,01,"",X,"","",B,751,"",1000000420,02,X,"",100,GRP1,2,5952.81,472,X,"",01,GR01,8,P001,14,X,R001,A,"",4,212.231.3541x07768,TRCHN001,"","",2.4,Kathleen Robinson,01,EUR,"","",X,X,421553,0002
REL1,ACT1,"",X,"",X,B001,4839,5447482301,151,JUY0,20240429,khanamy,1,FOB,Karaview,01,"","","","",B,995,"",1000000527,01,"","",100,GRP1,2,2027.5,978,"",X,01,GR01,2,P001,8,"",R001,B,X,9,(767)580-2917,TRCHN001,"",X,3.5,Martin Moore,01,USD,X,X,X,X,984166,0002
REL1,ACT1,X,"",X,X,B001,6475,6175715716,701,0V0N,20250210,kimberly15,1,EXW,Patrickbury,01,X,X,X,"",C,834,"",1000000531,02,X,X,100,GRP1,1,6387.96,299,"",X,01,GR01,7,P001,24,X,R001,B,"",2,236-869-5336,TRCHN001,"","",4.0,Patrick Simmons,01,INR,X,"","","",720487,0003
REL1,ACT1,X,X,"","",B001,3010,2073940815,505,Y8LW,20240609,wjohnson,2,CIF,Ericberg,01,X,X,X,"",C,301,"",1000000605,01,X,"",100,GRP1,2,8749.1,406,X,X,01,GR01,1,P001,24,"",R001,B,X,6,+1-630-971-6845,TRCHN001,"",X,4.0,Michelle Campos,01,INR,"",X,X,X,914269,0003
REL1,ACT1,X,X,"","",B001,9328,9214548947,820,LVY6,20241222,ndavis,1,FOB,Cookville,01,"",X,"",X,C,531,X,1000000668,01,X,"",100,GRP1,2,3490.66,569,X,"",01,GR01,4,P001,15,"",R001,B,"",7,797.968.2282x1751,TRCHN001,"","",4.4,Kimberly Tate,01,USD,X,"","","",313383,0003
REL1,ACT1,"",X,"","",B001,9985,4482318133,484,B726,20250831,whitewilliam,1,CIF,South Janeton,01,X,"",X,"",A,987,X,1000000864,02,X,"",100,GRP1,2,1853.34,840,"",X,01,GR01,9,P001,27,"",R001,A,X,1,8249266243,TRCHN001,"","",2.4,Amanda Smith,01,EUR,"",X,"","",387020,0002
REL1,ACT1,X,"","","",B001,1464,8248441275,793,0HKK,20250709,donna09,2,EXW,Welchland,01,X,X,"",X,A,599,"",1000001104,01,"",X,100,GRP1,1,7750.0,506,X,X,01,GR01,5,P001,5,"",R001,A,X,5,+1-877-563-3640x947,TRCHN001,"","",2.4,Timothy Coffey MD,01,USD,"",X,"",X,960179,0003
REL1,ACT1,"",X,X,"",B001,7096,3178358625,876,077U,20241218,robertscaleb,1,FOB,Seanmouth,01,"","","",X,A,386,X,1000001314,01,X,X,100,GRP1,1,5480.16,520,X,X,01,GR01,5,P001,7,X,R001,B,X,4,+1-691-649-7851,TRCHN001,"",X,3.7,Paul Boyd,01,EUR,"","","","",325843,0002
REL1,ACT1,X,"","",X,B001,9733,3684762153,906,RUNJ,20240603,nsharp,2,CIF,West Ronald,01,"",X,X,"",C,641,X,1000001338,01,X,X,100,GRP1,1,3857.08,578,X,"",01,GR01,5,P001,2,"",R001,B,"",8,(659)679-2657,TRCHN001,"",X,4.8,Matthew Cooper,01,USD,X,X,X,X,946524,0002
REL1,ACT1,"","",X,"",B001,9422,4030459088,335,ZJ71,20240510,daltonmark,2,EXW,South Jamesstad,01,X,"","","",B,177,"",1000001484,01,X,X,100,GRP1,1,8665.18,804,X,X,01,GR01,8,P001,25,X,R001,A,"",2,001-569-690-9732x63677,TRCHN001,X,X,1.3,Tiffany Garcia,01,INR,"","","","",252163,0003
REL1,ACT1,X,X,X,"",B001,5657,8265989485,289,8N0W,20240911,sherrygrant,2,FOB,Rodriguezchester,01,X,"",X,"",C,234,X,1000002169,01,X,"",100,GRP1,1,2049.75,563,"",X,01,GR01,3,P001,3,"",R001,A,"",5,(357)938-8784x20503,TRCHN001,"",X,3.8,Ashley Morton,01,INR,X,"","","",479997,0001
REL1,ACT1,X,"","","",B001,5886,6481395847,838,INJ1,20250113,davidjenkins,1,FOB,North Amandatown,02,X,"","","",A,614,X,1000002331,02,"","",100,GRP1,2,1828.35,440,"",X,01,GR01,1,P001,23,"",R001,A,X,10,+1-288-323-0115x571,TRCHN001,"","",1.1,Brian Thompson,01,INR,X,X,X,X,629237,0002
REL1,ACT1,X,X,X,X,B001,9007,4740317530,710,JM7W,20240924,tonilopez,2,CIF,North Nicholas,02,X,"",X,"",C,142,"",1000002428,01,"","",100,GRP1,2,4839.61,726,"","",01,GR01,1,P001,18,"",R001,A,X,6,3089739474,TRCHN001,X,"",3.4,Jennifer Long,01,USD,"","","","",621421,0001
REL1,ACT1,"","",X,"",B001,4404,3138260977,596,986K,20241027,scummings,2,EXW,Dustinville,02,X,"","",X,B,301,"",1000002522,01,"","",100,GRP1,1,9621.48,246,"",X,01,GR01,1,P001,25,X,R001,A,"",9,671-454-3252,TRCHN001,X,X,3.6,Bryce Oconnor,01,EUR,X,X,"","",988652,0002
REL1,ACT1,X,X,X,"",B001,3469,1710986263,634,OFWB,20240620,erin58,1,FOB,Davisport,02,"",X,"","",C,943,"",1000002603,01,X,X,100,GRP1,2,9662.42,295,"",X,01,GR01,3,P001,2,"",R001,A,"",3,(594)651-9792x644,TRCHN001,"",X,3.6,Julie Young,01,USD,"","",X,X,714231,0001
REL1,ACT1,X,X,X,X,B001,5756,2802285555,391,RFTM,20250702,fowlerbrett,2,FOB,Lake Paulburgh,02,"",X,X,X,A,612,X,1000002849,02,"","",100,GRP1,2,5814.54,913,"","",01,GR01,6,P001,6,"",R001,A,X,7,7926609034,TRCHN001,"",X,4.5,Mrs. Amanda Miles,01,EUR,X,"",X,X,587061,0002
REL1,ACT1,"",X,"",X,B001,8611,3616425664,404,CH2X,20250728,mikethomas,2,EXW,New Brian,01,"",X,"",X,C,693,"",1000003122,02,X,"",100,GRP1,2,4446.35,491,X,X,01,GR01,8,P001,1,X,R001,B,X,8,+1-639-237-6845x21020,TRCHN001,X,X,2.8,Michael Collins,01,USD,X,"",X,"",418887,0001
REL1,ACT1,"","","","",B001,1878,7450321835,149,I9NB,20240402,kirbyrachel,1,FOB,Evanstown,02,X,"",X,"",C,230,"",1000003226,02,"","",100,GRP1,1,8888.04,658,"",X,01,GR01,5,P001,30,"",R001,B,X,3,001-693-768-4157x4998,TRCHN001,X,"",1.4,Evelyn Carlson,01,EUR,"",X,X,X,114026,0002
REL1,ACT1,X,"","","",B001,3356,6931212595,935,82P5,20241114,vhernandez,1,FOB,Russellhaven,02,X,"","","",A,874,X,1000003265,02,"",X,100,GRP1,2,2020.75,909,X,X,01,GR01,4,P001,3,X,R001,A,"",3,+1-653-318-4960x1742,TRCHN001,X,"",4.8,Carla Grant,01,USD,X,"",X,X,155328,0003
REL1,ACT1,X,"","",X,B001,3867,4613745763,480,GWFH,20250331,garciavanessa,2,EXW,Emilyville,01,"",X,"",X,A,180,X,1000003646,01,X,X,100,GRP1,2,7257.47,427,"","",01,GR01,9,P001,4,"",R001,B,X,3,820.628.6391,TRCHN001,X,"",2.7,Melissa Davis,01,EUR,X,"",X,X,347477,0001
REL1,ACT1,X,X,"",X,B001,9094,1977146213,529,04X0,20250705,imarks,1,EXW,Lake Nicholas,01,X,X,"","",B,536,"",1000003654,02,X,X,100,GRP1,2,6849.11,420,"",X,01,GR01,4,P001,19,"",R001,A,"",4,(865)651-3489,TRCHN001,X,X,2.8,Ricardo Richardson,01,USD,X,"",X,"",743328,0002
REL1,ACT1,"",X,"",X,B001,9230,9583526797,501,C76U,20240623,ssanchez,1,CIF,East Richard,02,"",X,X,X,B,783,X,1000003843,02,"","",100,GRP1,2,861.42,683,X,"",01,GR01,7,P001,4,"",R001,B,X,2,9776363935,TRCHN001,"","",2.7,Matthew Bauer,01,INR,X,X,X,"",846088,0002
REL1,ACT1,"","",X,"",B001,1829,4148804499,380,2D54,20250918,howardjill,2,EXW,Roberthaven,01,"","",X,X,C,400,"",1000004296,02,"",X,100,GRP1,2,2084.77,138,X,X,01,GR01,3,P001,14,"",R001,A,"",9,001-917-662-4801x4297,TRCHN001,X,"",1.4,Elizabeth Richardson,01,INR,"","","","",148393,0001
REL1,ACT1,"",X,"",X,B001,5925,3038808276,343,BFIY,20250515,bethany84,1,CIF,Downsmouth,01,X,"","","",B,625,"",1000004481,01,"","",100,GRP1,1,9335.08,859,"",X,01,GR01,3,P001,11,"",R001,A,"",5,897.835.0563,TRCHN001,"","",3.0,Lisa Smith,01,INR,"","",X,"",519368,0001
REL1,ACT1,"","","","",B001,5804,5435984541,953,XENQ,20251230,qcampbell,1,FOB,West Michelleville,01,"","",X,X,A,368,X,1000004818,02,X,"",100,GRP1,2,2374.95,819,"","",01,GR01,2,P001,10,"",R001,B,"",1,359-964-5167,TRCHN001,"","",2.9,Xavier Johnson,01,USD,X,X,"",X,130144,0003
REL1,ACT1,X,"",X,X,B001,2981,6024751425,258,CRGB,20240808,torresmatthew,1,CIF,North Jon,02,"",X,"","",C,403,"",1000004833,01,"","",100,GRP1,2,2652.9,239,X,"",01,GR01,8,P001,8,"",R001,A,X,6,+1-835-571-2577x990,TRCHN001,"",X,3.8,Seth Fernandez,01,EUR,"",X,"","",728179,0002
REL1,ACT1,X,X,X,"",B001,9859,3088900214,558,1N97,20240820,rfrederick,1,FOB,Susanland,01,X,"","","",B,612,"",1000004840,02,X,X,100,GRP1,2,4337.01,494,"","",01,GR01,8,P001,16,X,R001,A,X,10,782.944.9961,TRCHN001,X,"",1.7,Diana Gomez,01,EUR,X,"",X,"",949036,0003
REL1,ACT1,"","","","",B001,5184,8128580150,478,ZFZU,20240811,ortizdylan,1,EXW,Phillipsport,01,X,"","","",A,276,"",1000005336,02,X,"",100,GRP1,1,791.68,992,"",X,01,GR01,4,P001,20,X,R001,A,X,5,6416292673,TRCHN001,X,"",1.7,Jessica Stanley,01,USD,X,"",X,X,203551,0002
REL1,ACT1,X,"",X,X,B001,1916,3738557578,789,NIIX,20241217,lifrank,1,FOB,Rodriguezstad,01,"",X,"",X,A,395,"",1000005465,01,"","",100,GRP1,1,4400.44,951,"","",01,GR01,1,P001,10,"",R001,B,X,6,(205)428-7616x184,TRCHN001,"","",2.8,Linda Fisher,01,EUR,"","","","",165076,0001
REL1,ACT1,"",X,X,X,B001,9892,1083029015,460,0FQL,20251029,walleranthony,2,CIF,South Melindastad,01,"",X,"","",B,826,"",1000005745,02,X,"",100,GRP1,2,3213.81,812,X,"",01,GR01,4,P001,19,X,R001,B,"",5,+1-391-815-7593x18319,TRCHN001,X,"",4.5,Jeffery Brown,01,EUR,"","","",X,957709,0002
REL1,ACT1,X,"","","",B001,8997,9080458111,207,13HL,20250921,justinpowers,1,EXW,Birdton,01,X,X,X,X,A,766,"",1000005805,02,X,X,100,GRP1,1,1720.05,527,"","",01,GR01,6,P001,4,X,R001,A,X,10,+1-434-243-3997x67136,TRCHN001,X,"",4.2,Nicole Moon,01,INR,"","","","",921557,0002
REL1,ACT1,"","",X,"",B001,8736,1589622134,846,1D61,20240821,christophercohen,1,CIF,North Brent,01,"","","",X,B,665,"",1000005849,01,X,X,100,GRP1,2,589.27,963,"","",01,GR01,3,P001,18,"",R001,A,X,1,(488)351-0324x356,TRCHN001,X,X,1.8,Robert Bowman,01,USD,"","","",X,712179,0002
REL1,ACT1,"","","","",B001,1617,3964164922,692,R0TO,20240401,douglasnguyen,2,FOB,New Kristieville,02,X,"",X,X,A,548,X,1000000109,02,X,"",100,GRP1,1,589.42,758,"",X,01,GR01,4,P001,11,X,R001,B,X,4,610-670-2789x718,TRCHN001,"","",3.3,Curtis Smith,01,EUR,X,X,X,X,726079,0001
REL1,ACT1,"","",X,X,B001,9994,8764044112,991,7V4K,20240515,bholder,2,CIF,Patrickchester,01,X,X,X,X,A,996,"",1000000321,01,"",X,100,GRP1,1,6103.75,420,X,X,01,GR01,1,P001,5,"",R001,A,"",2,001-923-269-8400,TRCHN001,"",X,4.6,Melanie Long,01,EUR,X,X,"","",899534,0003
REL1,ACT1,"","","","",B001,9204,6590940253,540,X5WT,20241027,camposerica,2,CIF,East Eddie,02,X,X,X,X,A,343,"",1000000364,02,X,X,100,GRP1,1,9198.84,847,"",X,01,GR01,2,P001,12,X,R001,B,"",1,5213316572,TRCHN001,X,"",1.1,Charles Quinn,01,USD,X,"",X,"",511057,0001
REL1,ACT1,"",X,X,"",B001,5663,5096075115,923,3RZS,20251024,john91,1,CIF,Kennedyshire,02,"",X,"","",C,184,X,1000000641,01,"",X,100,GRP1,2,2959.21,650,"",X,01,GR01,5,P001,22,X,R001,A,"",10,8159421788,TRCHN001,X,"",3.9,Chris Macias,01,EUR,X,"","","",788540,0003
REL1,ACT1,X,"","","",B001,7273,7405848699,380,LOQC,20250418,zacharysanders,1,FOB,Montgomeryburgh,01,X,X,X,X,A,512,X,1000000646,02,X,"",100,GRP1,2,3434.02,918,X,X,01,GR01,8,P001,9,X,R001,B,"",4,977-732-3987x9995,TRCHN001,X,"",3.6,Jessica Walker,01,USD,"",X,X,"",659015,0001
REL1,ACT1,X,"",X,X,B001,8329,1633093397,721,2J16,20250429,donnaallen,2,EXW,Lake Bradley,01,"","","",X,C,548,X,1000000746,01,X,"",100,GRP1,2,4655.78,683,X,X,01,GR01,9,P001,18,"",R001,A,X,8,832.327.1900x9562,TRCHN001,X,"",1.9,Melanie Estes,01,EUR,X,X,X,X,610636,0003
REL1,ACT1,"",X,X,X,B001,4238,2534720128,122,G3JB,20250502,castillodawn,2,CIF,Robertbury,02,"",X,"",X,A,382,X,1000000787,01,X,X,100,GRP1,1,5505.68,612,"",X,01,GR01,8,P001,8,X,R001,B,X,10,(278)440-4873x2217,TRCHN001,X,X,2.6,James Potter,01,INR,X,"","",X,510210,0002
