Customer ID,Market,Product ID,Material,Market Segment,Market Segment Owner,Remaining Shelf Life,Lead Time Days,Customs Status
LATAM_REG,LATAM_REG,MAT_100909,MAT_100909,Affiliate,Samantha Long,18,10,Exempt
AU,AU,MAT_100022,MAT_100022,Direct Distribution,David Wilson,30,6,Exempt
NL,NL,MAT_100603,MAT_100603,Affiliate,William Scott,22,12,Exempt
EMEA_REG,EMEA_REG,MAT_100315,MAT_100315,Affiliate,Sherry Green,8,12,Cleared
CH,CH,MAT_100386,MAT_100386,Affiliate,Michele Miller,30,7,Exempt
IT,IT,MAT_100911,MAT_100911,Partner,Katelyn Tyler,28,2,Exempt
US,US,MAT_100131,MAT_100131,Incyte,Jamie Banks,8,21,Cleared
CH,CH,MAT_100655,MAT_100655,Incyte,Timothy Brown,30,41,Exempt
AU,AU,MAT_100706,MAT_100706,Direct Distribution,Roberto Edwards,30,25,Pending
IN,IN,MAT_100992,MAT_100992,Incyte,Billy Weber,11,25,Exempt
US,US,MAT_100050,MAT_100050,Incyte,Frank Schneider,10,42,Exempt
LATAM_REG,LATAM_REG,MAT_100721,MAT_100721,Partner,Gordon Johnston,28,45,Pending
APAC_REG,APAC_REG,MAT_100633,MAT_100633,Partner,Joseph Russell,23,44,Pending
DE,DE,MAT_100595,MAT_100595,Partner,Chelsey Foley,34,21,Pending
IT,IT,MAT_100151,MAT_100151,Partner,Perry Reed,30,32,Cleared
US,US,MAT_100224,MAT_100224,Partner,Richard Wilkerson,11,40,Cleared
EMEA_REG,EMEA_REG,MAT_100577,MAT_100577,Incyte,Jennifer Cardenas,34,19,Exempt
APAC_REG,APAC_REG,MAT_100954,MAT_100954,Partner,Mr. Thomas Hatfield,15,36,Pending
DE,DE,MAT_100453,MAT_100453,Incyte,Scott Figueroa,23,43,Exempt
LATAM_REG,LATAM_REG,MAT_100136,MAT_100136,Incyte,Gregory Gibson,23,17,Cleared
ES,ES,MAT_100971,MAT_100971,Affiliate,Ellen Fields,7,11,Cleared
IT,IT,MAT_100950,MAT_100950,Partner,Michael Jones,12,30,Cleared
AU,AU,MAT_100245,MAT_100245,Partner,Henry Hanson,9,21,Pending
LATAM_REG,LATAM_REG,MAT_100402,MAT_100402,Partner,Johnny Harris,18,19,Pending
AMER_REG,AMER_REG,MAT_100762,MAT_100762,Partner,Lori Lewis,10,36,Exempt
SG,SG,MAT_100381,MAT_100381,Incyte,Anthony Fitzgerald,10,45,Exempt
CA,CA,MAT_100393,MAT_100393,Affiliate,Adam Hall,28,17,Exempt
APAC_REG,APAC_REG,MAT_100704,MAT_100704,Incyte,Christine Turner,9,17,Exempt
APAC_REG,APAC_REG,MAT_100041,MAT_100041,Incyte,Christy Mcfarland,7,17,Exempt
LATAM_REG,LATAM_REG,MAT_100053,MAT_100053,Direct Distribution,Dana Chapman,11,38,Cleared
AMER_REG,AMER_REG,MAT_100474,MAT_100474,Affiliate,Alejandro Kidd,12,45,Cleared
SG,SG,MAT_100604,MAT_100604,Incyte,Daniel Lopez MD,24,37,Cleared
NL,NL,MAT_100212,MAT_100212,Incyte,Zachary Barnett,24,37,Exempt
BR,BR,MAT_100054,MAT_100054,Partner,Susan Hawkins,16,38,Pending
AU,AU,MAT_100399,MAT_100399,Incyte,Renee Kim,35,35,Exempt
CN,CN,MAT_100495,MAT_100495,Partner,Jessica Garza,10,37,Pending
APAC_REG,APAC_REG,MAT_100015,MAT_100015,Direct Distribution,Courtney Harris,33,13,Pending
US,US,MAT_100623,MAT_100623,Incyte,James Carroll,24,41,Cleared
BR,BR,MAT_100492,MAT_100492,Direct Distribution,Nicholas Brandt,19,5,Pending
NL,NL,MAT_100927,MAT_100927,Direct Distribution,Ethan Shepherd,35,31,Exempt
IN,IN,MAT_100579,MAT_100579,Partner,Mariah Daniels,22,45,Exempt
CH,CH,MAT_100808,MAT_100808,Partner,Cheyenne Brown,13,4,Pending
CA,CA,MAT_100666,MAT_100666,Incyte,Stephen Martinez,21,19,Cleared
IT,IT,MAT_100408,MAT_100408,Affiliate,Robert Smith,20,9,Exempt
GB,GB,MAT_100792,MAT_100792,Affiliate,Nancy Hayes,29,8,Cleared
EMEA_REG,EMEA_REG,MAT_100882,MAT_100882,Direct Distribution,Stacy Ayala,11,2,Cleared
AMER_REG,AMER_REG,MAT_100177,MAT_100177,Incyte,Jeffrey Franco,12,25,Pending
FR,FR,MAT_100543,MAT_100543,Partner,Rebecca Lin,35,40,Cleared
DE,DE,MAT_100820,MAT_100820,Incyte,Nicole Rosario,33,34,Pending
AU,AU,MAT_100942,MAT_100942,Direct Distribution,Alexis Conrad,30,27,Exempt
BR,BR,MAT_100402,MAT_100402,Affiliate,Marcus Cox,23,8,Pending
APAC_REG,APAC_REG,MAT_100068,MAT_100068,Affiliate,Daniel Smith,22,11,Pending
LATAM_REG,LATAM_REG,MAT_100274,MAT_100274,Partner,Gina Patterson,35,21,Exempt
IT,IT,MAT_100713,MAT_100713,Direct Distribution,Mary Oconnell,6,36,Pending
US,US,MAT_100991,MAT_100991,Incyte,Marcus Phillips,16,30,Cleared
SG,SG,MAT_100271,MAT_100271,Direct Distribution,Amanda Adams,35,29,Cleared
EMEA_REG,EMEA_REG,MAT_100365,MAT_100365,Partner,David Marks,33,38,Pending
DE,DE,MAT_100214,MAT_100214,Direct Distribution,Tyler Martin,19,31,Cleared
BR,BR,MAT_100397,MAT_100397,Partner,Don Bryant,31,36,Pending
BR,BR,MAT_100259,MAT_100259,Direct Distribution,Brittany Roberts,6,10,Pending
IN,IN,MAT_100958,MAT_100958,Direct Distribution,Misty Simpson,9,6,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100344,MAT_100344,Direct Distribution,Darren Flores,26,28,Exempt
BR,BR,MAT_100422,MAT_100422,Direct Distribution,Gregory Shea,23,18,Cleared
JP,JP,MAT_100255,MAT_100255,Incyte,Christopher Morris,25,24,Cleared
IN,IN,MAT_100790,MAT_100790,Direct Distribution,Bobby Carr,11,13,Cleared
AMER_REG,AMER_REG,MAT_100435,MAT_100435,Incyte,Christina Curtis,8,23,Exempt
AMER_REG,AMER_REG,MAT_100089,MAT_100089,Partner,Calvin Singh,32,41,Exempt
US,US,MAT_100930,MAT_100930,Affiliate,Scott Holmes,20,31,Exempt
IN,IN,MAT_100357,MAT_100357,Partner,Jose Rios,12,5,Cleared
APAC_REG,APAC_REG,MAT_100147,MAT_100147,Direct Distribution,Robert Gonzalez,12,39,Pending
LATAM_REG,LATAM_REG,MAT_100786,MAT_100786,Affiliate,Margaret Tran,29,29,Pending
GB,GB,MAT_100958,MAT_100958,Affiliate,Douglas Murray,28,37,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100994,MAT_100994,Direct Distribution,Sean Rasmussen,22,22,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100656,MAT_100656,Direct Distribution,Michael Wright,25,35,Pending
US,US,MAT_100804,MAT_100804,Incyte,William Leonard,22,40,Cleared
SG,SG,MAT_100895,MAT_100895,Affiliate,Vickie Sanders,14,30,Exempt
LATAM_REG,LATAM_REG,MAT_100959,MAT_100959,Affiliate,Gina Merritt,33,16,Pending
LATAM_REG,LATAM_REG,MAT_100690,MAT_100690,Affiliate,Dennis Thomas,11,10,Pending
NL,NL,MAT_100549,MAT_100549,Incyte,Stacey Nguyen,20,2,Pending
SG,SG,MAT_100304,MAT_100304,Incyte,Jacqueline Ramsey,15,34,Pending
FR,FR,MAT_100305,MAT_100305,Affiliate,Taylor Perez,18,4,Pending
US,US,MAT_100595,MAT_100595,Direct Distribution,Kathleen Williams,24,11,Pending
EMEA_REG,EMEA_REG,MAT_100481,MAT_100481,Partner,Jennifer Glass,18,33,Pending
ES,ES,MAT_100291,MAT_100291,Affiliate,Yvette Williams,29,36,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100561,MAT_100561,Direct Distribution,Catherine Tyler,24,22,Cleared
ES,ES,MAT_100946,MAT_100946,Incyte,Sharon Hernandez,23,29,Cleared
SG,SG,MAT_100466,MAT_100466,Incyte,Marie Terry,25,6,Cleared
CA,CA,MAT_100674,MAT_100674,Partner,Debbie Berry,23,24,Cleared
DE,DE,MAT_100065,MAT_100065,Partner,Brett Costa,30,3,Pending
APAC_REG,APAC_REG,MAT_100687,MAT_100687,Partner,William Evans,30,2,Pending
GB,GB,MAT_100190,MAT_100190,Partner,Ryan Fuentes,21,25,Exempt
GB,GB,MAT_100688,MAT_100688,Partner,Shannon Ingram,24,13,Exempt
FR,FR,MAT_100866,MAT_100866,Direct Distribution,Gabriel Ross,27,4,Pending
BR,BR,MAT_100979,MAT_100979,Incyte,Eric Goodwin,11,18,Exempt
AMER_REG,AMER_REG,MAT_100879,MAT_100879,Affiliate,Kathryn Thomas,31,43,Pending
GB,GB,MAT_100473,MAT_100473,Incyte,Amy Bailey,13,2,Exempt
IT,IT,MAT_100783,MAT_100783,Incyte,Nichole Knight,17,9,Pending
IT,IT,MAT_100143,MAT_100143,Partner,Kimberly Williams,30,14,Exempt
FR,FR,MAT_100934,MAT_100934,Direct Distribution,Edward Scott,22,12,Exempt
US,US,MAT_100944,MAT_100944,Partner,Christopher Osborn,25,5,Pending
ES,ES,MAT_100092,MAT_100092,Affiliate,Anthony Luna,11,5,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100126,MAT_100126,Direct Distribution,Brittney Ferguson,22,34,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100761,MAT_100761,Direct Distribution,Sara Ferguson,13,28,Pending
CN,CN,MAT_100648,MAT_100648,Partner,Patrick Warren,6,43,Cleared
CN,CN,MAT_100152,MAT_100152,Affiliate,Michael Adkins,34,34,Pending
IT,IT,MAT_100367,MAT_100367,Affiliate,Henry Barnett,16,42,Cleared
FR,FR,MAT_100846,MAT_100846,Incyte,Andrew Gray,30,40,Cleared
ES,ES,MAT_100097,MAT_100097,Incyte,Harry Hunt,35,38,Exempt
NL,NL,MAT_100733,MAT_100733,Direct Distribution,Michael Harris,11,9,Pending
CA,CA,MAT_100802,MAT_100802,Incyte,Ricky Wilson,23,24,Exempt
CN,CN,MAT_100384,MAT_100384,Direct Distribution,Phillip Vazquez,32,43,Cleared
IN,IN,MAT_100897,MAT_100897,Incyte,Shane Riddle,28,42,Exempt
AMER_REG,AMER_REG,MAT_100794,MAT_100794,Incyte,Jeffrey Richards,6,34,Exempt
EMEA_REG,EMEA_REG,MAT_100966,MAT_100966,Incyte,Mary Lopez,36,20,Exempt
EMEA_REG,EMEA_REG,MAT_100261,MAT_100261,Affiliate,James Castro,7,23,Pending
CN,CN,MAT_100803,MAT_100803,Partner,Kenneth Owens,21,13,Pending
GB,GB,MAT_100046,MAT_100046,Direct Distribution,Tony Mathews,13,31,Cleared
DE,DE,MAT_100217,MAT_100217,Partner,Heather Wood,18,24,Exempt
CA,CA,MAT_100805,MAT_100805,Incyte,Johnathan Spencer,33,25,Pending
DE,DE,MAT_100179,MAT_100179,Incyte,Keith Allen,14,8,Cleared
GB,GB,MAT_100556,MAT_100556,Affiliate,Grant Avila,23,3,Pending
CN,CN,MAT_100658,MAT_100658,Direct Distribution,Sonya Clark,31,35,Exempt
NL,NL,MAT_100335,MAT_100335,Direct Distribution,Michael Wagner,35,35,Exempt
CH,CH,MAT_100284,MAT_100284,Affiliate,Thomas Mckinney,33,26,Pending
APAC_REG,APAC_REG,MAT_100056,MAT_100056,Affiliate,Jonathan Martinez,32,36,Pending
IT,IT,MAT_100979,MAT_100979,Partner,Cynthia Bernard,14,37,Pending
APAC_REG,APAC_REG,MAT_100879,MAT_100879,Affiliate,Erica Horn,25,38,Pending
IT,IT,MAT_100811,MAT_100811,Partner,Peter Gonzales,8,13,Pending
APAC_REG,APAC_REG,MAT_100703,MAT_100703,Incyte,Carol Obrien,20,41,Cleared
BR,BR,MAT_100439,MAT_100439,Direct Distribution,Jeffrey Blair,12,27,Pending
NL,NL,MAT_100024,MAT_100024,Direct Distribution,Stephanie Smith,30,31,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100485,MAT_100485,Direct Distribution,Christine Molina,32,20,Pending
NL,NL,MAT_100028,MAT_100028,Partner,Christina Chandler,6,36,Pending
NL,NL,MAT_100230,MAT_100230,Incyte,Amy Anderson,19,35,Cleared
FR,FR,MAT_100449,MAT_100449,Affiliate,Andrew Rodgers,32,21,Cleared
DE,DE,MAT_100723,MAT_100723,Incyte,Ashley Reynolds,9,25,Pending
JP,JP,MAT_100229,MAT_100229,Partner,Charles Bates,19,20,Exempt
ES,ES,MAT_100075,MAT_100075,Partner,Lauren Wood,21,6,Exempt
IT,IT,MAT_100302,MAT_100302,Partner,Russell Compton,25,8,Cleared
DE,DE,MAT_100553,MAT_100553,Direct Distribution,Kelly Jackson,35,21,Exempt
GB,GB,MAT_100339,MAT_100339,Direct Distribution,Samuel Hampton,9,4,Exempt
APAC_REG,APAC_REG,MAT_100219,MAT_100219,Direct Distribution,Chelsea Wright,10,14,Cleared
CH,CH,MAT_100612,MAT_100612,Direct Distribution,Rebecca Stewart,8,23,Exempt
APAC_REG,APAC_REG,MAT_100328,MAT_100328,Partner,Taylor Moon,8,11,Exempt
CH,CH,MAT_100754,MAT_100754,Direct Distribution,Sean Kane,34,22,Cleared
IT,IT,MAT_100114,MAT_100114,Partner,Brian Sellers DVM,17,45,Pending
AMER_REG,AMER_REG,MAT_100275,MAT_100275,Incyte,Brittany Johnson,25,9,Cleared
IN,IN,MAT_100569,MAT_100569,Incyte,Jillian Martin,6,9,Cleared
CN,CN,MAT_100137,MAT_100137,Incyte,Valerie Martin,11,18,Pending
JP,JP,MAT_100697,MAT_100697,Affiliate,Angela Ryan,9,16,Pending
AU,AU,MAT_100299,MAT_100299,Direct Distribution,Shelby Lopez,21,8,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100297,MAT_100297,Partner,Taylor Ford,27,17,Exempt
IN,IN,MAT_100011,MAT_100011,Incyte,Brandi Watts,32,15,Pending
CH,CH,MAT_100194,MAT_100194,Affiliate,Hannah Huber,34,24,Exempt
ES,ES,MAT_100487,MAT_100487,Incyte,Taylor Williams,16,27,Exempt
SG,SG,MAT_100651,MAT_100651,Direct Distribution,Jamie Roy,30,30,Exempt
US,US,MAT_100013,MAT_100013,Direct Distribution,Blake Forbes,29,14,Exempt
CN,CN,MAT_100560,MAT_100560,Partner,Danielle Peterson,21,8,Exempt
APAC_REG,APAC_REG,MAT_100684,MAT_100684,Affiliate,Dylan Rodriguez,14,44,Exempt
BR,BR,MAT_100410,MAT_100410,Affiliate,Bailey Berry,27,37,Pending
EMEA_REG,EMEA_REG,MAT_100436,MAT_100436,Affiliate,Phillip Mckay,6,38,Pending
IT,IT,MAT_100457,MAT_100457,Affiliate,Cassie Coleman DDS,32,35,Pending
AMER_REG,AMER_REG,MAT_100166,MAT_100166,Partner,Justin Campbell,25,25,Exempt
APAC_REG,APAC_REG,MAT_100854,MAT_100854,Partner,Erin Warren,15,18,Cleared
FR,FR,MAT_100472,MAT_100472,Direct Distribution,Daniel Smith,31,35,Pending
APAC_REG,APAC_REG,MAT_100114,MAT_100114,Incyte,Jesse Nunez,14,27,Exempt
AU,AU,MAT_100210,MAT_100210,Partner,Andrew Gomez,16,45,Exempt
JP,JP,MAT_100627,MAT_100627,Direct Distribution,Melissa Smith,17,26,Exempt
APAC_REG,APAC_REG,MAT_100478,MAT_100478,Affiliate,Katherine Green,28,37,Exempt
CN,CN,MAT_100330,MAT_100330,Partner,Lee Martin,27,13,Exempt
BR,BR,MAT_100357,MAT_100357,Direct Distribution,Steven Wright,28,25,Pending
NL,NL,MAT_100967,MAT_100967,Incyte,Marc Wolfe,22,11,Pending
CH,CH,MAT_100444,MAT_100444,Affiliate,Paul Woods,10,37,Pending
FR,FR,MAT_100198,MAT_100198,Partner,Judith Cooper,30,7,Exempt
DE,DE,MAT_100656,MAT_100656,Partner,Brian Serrano,30,34,Cleared
JP,JP,MAT_100536,MAT_100536,Incyte,Nathaniel Conley,35,22,Exempt
SG,SG,MAT_100345,MAT_100345,Incyte,Robert Kirk,10,31,Exempt
AMER_REG,AMER_REG,MAT_100741,MAT_100741,Partner,Heather Rodgers DDS,12,15,Exempt
LATAM_REG,LATAM_REG,MAT_100393,MAT_100393,Affiliate,Daniel Goodman,10,23,Exempt
LATAM_REG,LATAM_REG,MAT_100216,MAT_100216,Affiliate,Jennifer Mcintosh,35,2,Pending
SG,SG,MAT_100762,MAT_100762,Affiliate,Stephen Brown,11,40,Cleared
DE,DE,MAT_100959,MAT_100959,Direct Distribution,Stacy Francis,16,16,Exempt
LATAM_REG,LATAM_REG,MAT_100540,MAT_100540,Partner,Cynthia Patterson,8,41,Exempt
JP,JP,MAT_100548,MAT_100548,Direct Distribution,Deborah Sparks,24,17,Pending
AU,AU,MAT_100285,MAT_100285,Incyte,Jeffrey Page,31,30,Cleared
EMEA_REG,EMEA_REG,MAT_100443,MAT_100443,Affiliate,Matthew Payne,28,4,Exempt
CH,CH,MAT_100225,MAT_100225,Affiliate,Mark Wilkins,28,9,Exempt
SG,SG,MAT_100720,MAT_100720,Partner,David Harris,8,10,Cleared
IN,IN,MAT_100577,MAT_100577,Partner,Tammy Garrett,16,42,Exempt
FR,FR,MAT_100046,MAT_100046,Partner,Linda Hopkins,22,11,Exempt
CA,CA,MAT_100242,MAT_100242,Affiliate,Crystal Soto,33,25,Cleared
IN,IN,MAT_100915,MAT_100915,Affiliate,Samantha Mooney,34,3,Exempt
NL,NL,MAT_100463,MAT_100463,Affiliate,Christine Soto,14,39,Exempt
EMEA_REG,EMEA_REG,MAT_100890,MAT_100890,Direct Distribution,Jonathan Hale,14,20,Cleared
LATAM_REG,LATAM_REG,MAT_100748,MAT_100748,Direct Distribution,Adam Curtis,27,21,Pending
GB,GB,MAT_100170,MAT_100170,Affiliate,Tristan Walker,8,26,Cleared
DE,DE,MAT_100329,MAT_100329,Partner,William Martinez,35,19,Pending
IN,IN,MAT_100833,MAT_100833,Direct Distribution,Michael Powers,18,9,Exempt
AU,AU,MAT_100684,MAT_100684,Incyte,Megan Christensen,23,43,Cleared
APAC_REG,APAC_REG,MAT_100452,MAT_100452,Affiliate,Matthew Perez,8,20,Pending
BR,BR,MAT_100442,MAT_100442,Partner,Jacob Sawyer,28,2,Pending
LATAM_REG,LATAM_REG,MAT_100330,MAT_100330,Affiliate,Daniel Hughes,21,21,Cleared
NL,NL,MAT_100301,MAT_100301,Affiliate,Shane Sanchez,24,18,Exempt
CN,CN,MAT_100857,MAT_100857,Affiliate,Tasha Rogers,18,13,Pending
EMEA_REG,EMEA_REG,MAT_100090,MAT_100090,Direct Distribution,Shawn Ponce,8,38,Exempt
US,US,MAT_100396,MAT_100396,Partner,Jason Jackson,30,18,Pending
GB,GB,MAT_100122,MAT_100122,Incyte,Brian Jones,25,19,Cleared
SG,SG,MAT_100385,MAT_100385,Affiliate,Alex Barr,30,18,Cleared
SG,SG,MAT_100611,MAT_100611,Partner,Mrs. Sherry Pittman,15,6,Cleared
SG,SG,MAT_100911,MAT_100911,Direct Distribution,Susan Williams,33,26,Exempt
ES,ES,MAT_100834,MAT_100834,Incyte,Megan Mccoy,22,44,Cleared
DE,DE,MAT_100667,MAT_100667,Direct Distribution,Michael Henderson,17,41,Exempt
NL,NL,MAT_100180,MAT_100180,Incyte,Michael Reilly,12,15,Cleared
GB,GB,MAT_100293,MAT_100293,Direct Distribution,Andrew Kirk,21,12,Cleared
IT,IT,MAT_100831,MAT_100831,Affiliate,Edwin Mahoney,24,16,Cleared
BR,BR,MAT_100651,MAT_100651,Partner,April West,11,14,Cleared
EMEA_REG,EMEA_REG,MAT_100511,MAT_100511,Direct Distribution,Stephen Hawkins,24,26,Pending
APAC_REG,APAC_REG,MAT_100982,MAT_100982,Partner,Brian Leon,18,16,Pending
IT,IT,MAT_100868,MAT_100868,Partner,Francisco Martin,7,20,Pending
CA,CA,MAT_100283,MAT_100283,Direct Distribution,Nathan Branch,17,26,Exempt
US,US,MAT_100607,MAT_100607,Direct Distribution,Jessica Payne,24,38,Exempt
US,US,MAT_100954,MAT_100954,Affiliate,Sarah Burton,24,9,Cleared
FR,FR,MAT_100113,MAT_100113,Affiliate,Michelle Trevino,30,5,Pending
DE,DE,MAT_100675,MAT_100675,Partner,Colton Cox,20,2,Exempt
DE,DE,MAT_100118,MAT_100118,Partner,Lisa Pope,18,33,Exempt
SG,SG,MAT_100138,MAT_100138,Direct Distribution,Ronald Jackson,33,6,Exempt
US,US,MAT_100865,MAT_100865,Partner,Frank Foster,19,17,Cleared
GB,GB,MAT_100410,MAT_100410,Partner,Shelley Heath,9,16,Pending
IT,IT,MAT_100075,MAT_100075,Affiliate,Daniel Long,25,33,Exempt
ES,ES,MAT_100768,MAT_100768,Partner,Tara Barber,11,3,Pending
CN,CN,MAT_100855,MAT_100855,Incyte,Andrew Hawkins,35,25,Exempt
US,US,MAT_100854,MAT_100854,Partner,Paul Owens,24,20,Cleared
GB,GB,MAT_100486,MAT_100486,Incyte,Carolyn Larsen,34,38,Exempt
DE,DE,MAT_100605,MAT_100605,Direct Distribution,Micheal Hamilton,8,37,Pending
BR,BR,MAT_100987,MAT_100987,Partner,Stephanie Hardy,23,36,Pending
CH,CH,MAT_100403,MAT_100403,Incyte,Ronnie Castillo,25,44,Cleared
CH,CH,MAT_100282,MAT_100282,Affiliate,Suzanne Shepherd,30,27,Pending
AMER_REG,AMER_REG,MAT_100841,MAT_100841,Affiliate,Kevin Johnson,25,23,Exempt
LATAM_REG,LATAM_REG,MAT_100653,MAT_100653,Partner,Andrea Norman,23,25,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100921,MAT_100921,Direct Distribution,Christina Howe,13,26,Exempt
SG,SG,MAT_100158,MAT_100158,Partner,Taylor Taylor,32,13,Pending
US,US,MAT_100787,MAT_100787,Affiliate,John Johnson,20,24,Exempt
CA,CA,MAT_100078,MAT_100078,Affiliate,Kelli Fletcher,34,11,Pending
GB,GB,MAT_100610,MAT_100610,Partner,Sharon Hart,12,7,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100119,MAT_100119,Partner,Christopher Smith,17,6,Exempt
GB,GB,MAT_100901,MAT_100901,Affiliate,Hannah Mcgrath,17,3,Cleared
AMER_REG,AMER_REG,MAT_100454,MAT_100454,Incyte,Michael Saunders,25,5,Pending
BR,BR,MAT_100376,MAT_100376,Partner,Jason Downs,34,42,Exempt
DE,DE,MAT_100592,MAT_100592,Partner,Tara Martin,36,20,Exempt
CN,CN,MAT_100705,MAT_100705,Incyte,Gina Frazier,7,41,Exempt
IN,IN,MAT_100857,MAT_100857,Incyte,Desiree Allen,28,45,Exempt
FR,FR,MAT_100664,MAT_100664,Direct Distribution,Joshua Lewis,26,37,Cleared
JP,JP,MAT_100405,MAT_100405,Incyte,Jennifer Leon,20,27,Cleared
GB,GB,MAT_100513,MAT_100513,Incyte,Jessica Rose,34,4,Cleared
FR,FR,MAT_100563,MAT_100563,Direct Distribution,Mr. Alexander Yu,22,11,Cleared
US,US,MAT_100096,MAT_100096,Direct Distribution,Peter Robinson,15,40,Pending
US,US,MAT_100219,MAT_100219,Partner,Andrea Taylor,31,9,Pending
CH,CH,MAT_100663,MAT_100663,Affiliate,Amanda Alexander,28,43,Cleared
SG,SG,MAT_100195,MAT_100195,Partner,William Delacruz,35,34,Cleared
CN,CN,MAT_100880,MAT_100880,Direct Distribution,Jason Travis,10,40,Exempt
CH,CH,MAT_100302,MAT_100302,Incyte,Elizabeth Jordan,17,19,Pending
NL,NL,MAT_100255,MAT_100255,Direct Distribution,Lee Herrera,6,10,Cleared
DE,DE,MAT_100510,MAT_100510,Direct Distribution,Curtis Bradshaw,31,15,Exempt
LATAM_REG,LATAM_REG,MAT_100061,MAT_100061,Partner,Cathy Johnson,20,37,Exempt
CN,CN,MAT_100838,MAT_100838,Incyte,Eric Gonzalez,26,10,Pending
US,US,MAT_100458,MAT_100458,Direct Distribution,Rebecca Atkinson,26,45,Cleared
AU,AU,MAT_100344,MAT_100344,Direct Distribution,Daniel Cervantes,23,17,Pending
GB,GB,MAT_100817,MAT_100817,Partner,Amy Nguyen,7,38,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100526,MAT_100526,Affiliate,Angelica Green,28,31,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100841,MAT_100841,Direct Distribution,Diane Brown,34,25,Exempt
LATAM_REG,LATAM_REG,MAT_100142,MAT_100142,Incyte,Krystal Thompson,32,4,Pending
IN,IN,MAT_100431,MAT_100431,Affiliate,Karen Carter,14,17,Cleared
AU,AU,MAT_100158,MAT_100158,Affiliate,Rebecca Santos,34,25,Exempt
DE,DE,MAT_100701,MAT_100701,Direct Distribution,Chris Melendez,6,30,Pending
SG,SG,MAT_100652,MAT_100652,Affiliate,Angel Chambers,19,7,Cleared
AU,AU,MAT_100337,MAT_100337,Incyte,Kim Woodward,28,44,Cleared
ES,ES,MAT_100551,MAT_100551,Direct Distribution,Tiffany Sanchez,31,27,Pending
IN,IN,MAT_100260,MAT_100260,Affiliate,Barbara Weber MD,23,20,Exempt
AU,AU,MAT_100171,MAT_100171,Incyte,Mark Wood,13,31,Exempt
FR,FR,MAT_100432,MAT_100432,Direct Distribution,Jacqueline Nguyen,33,44,Pending
GB,GB,MAT_100494,MAT_100494,Incyte,Andrew Hall,10,19,Exempt
NL,NL,MAT_100648,MAT_100648,Direct Distribution,Amy Sharp,26,13,Exempt
GLOBAL_CORP,GLOBAL_CORP,MAT_100174,MAT_100174,Affiliate,Victoria Webb,26,43,Exempt
IT,IT,MAT_100338,MAT_100338,Direct Distribution,Michelle Hill,25,40,Cleared
SG,SG,MAT_100794,MAT_100794,Direct Distribution,Ryan Lopez,15,43,Exempt
CH,CH,MAT_100300,MAT_100300,Direct Distribution,Kelly Rogers,20,6,Cleared
DE,DE,MAT_100059,MAT_100059,Incyte,Derrick Valdez,34,32,Cleared
BR,BR,MAT_100916,MAT_100916,Affiliate,Rebecca Parker,30,35,Cleared
JP,JP,MAT_100404,MAT_100404,Partner,Andrea Smith,16,43,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100694,MAT_100694,Affiliate,Deborah Munoz,24,18,Exempt
FR,FR,MAT_100151,MAT_100151,Incyte,Debbie Smith,27,17,Pending
US,US,MAT_100544,MAT_100544,Incyte,Joseph Walker,25,26,Pending
CH,CH,MAT_100451,MAT_100451,Direct Distribution,Stacey Tanner,6,30,Exempt
IT,IT,MAT_100706,MAT_100706,Partner,Kimberly Wagner,32,31,Exempt
SG,SG,MAT_100691,MAT_100691,Incyte,Elizabeth Evans,14,38,Pending
IT,IT,MAT_100847,MAT_100847,Partner,Michelle Frost,16,4,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100409,MAT_100409,Incyte,Joshua Lawrence,18,18,Pending
US,US,MAT_100378,MAT_100378,Affiliate,Victoria Meza,28,39,Pending
FR,FR,MAT_100614,MAT_100614,Direct Distribution,Christina Lopez,8,38,Cleared
IT,IT,MAT_100890,MAT_100890,Direct Distribution,Alicia Davis,25,16,Pending
ES,ES,MAT_100913,MAT_100913,Partner,Timothy Marsh,34,5,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100286,MAT_100286,Incyte,Dawn Crosby,23,15,Pending
JP,JP,MAT_100846,MAT_100846,Incyte,Daniel Barrett,24,33,Pending
APAC_REG,APAC_REG,MAT_100390,MAT_100390,Direct Distribution,Bonnie Romero,23,44,Pending
SG,SG,MAT_100568,MAT_100568,Affiliate,Nancy Floyd,28,8,Cleared
IN,IN,MAT_100791,MAT_100791,Partner,Isabel Evans,12,11,Pending
BR,BR,MAT_100127,MAT_100127,Partner,Justin Myers,20,40,Exempt
